Serial_Num,year,name,max_wind_kt,track,saffir
1955265N13307,1955,JANET,150,"{""coordinates"": [[13.2, -52.6], [13.2, -54.3], [13.2, -56.0], [13.1, -57.5], [13.0, -58.9], [12.8, -60.2], [12.6, -61.4], [12.5, -62.5], [12.7, -63.6], [13.0, -64.8], [13.2, -65.9], [13.5, -67.0], [13.7, -68.2], [13.8, -69.4], [13.8, -70.7], [13.8, -71.8], [13.9, -72.9], [14.2, -74.2], [14.5, -75.4], [14.7, -76.4], [15.0, -77.2], [15.3, -78.0], [15.8, -78.9], [16.4, -80.2], [17.0, -82.1], [17.3, -83.0], [17.4, -83.9], [17.5, -84.1], [18.0, -86.1], [18.4, -87.8], [18.5, -88.2], [18.9, -90.2], [19.2, -91.7], [19.5, -93.1], [19.7, -94.2], [19.8, -95.3], [19.8, -96.4], [20.0, -97.7], [20.3, -99.1], [20.5, -100.5]], ""type"": ""LineString""}",5
1956222N14313,1956,BETSY,105,"{""coordinates"": [[13.5, -47.2], [13.7, -48.8], [13.9, -50.2], [14.0, -51.6], [14.1, -53.0], [14.3, -54.5], [14.7, -56.0], [15.0, -57.6], [15.2, -59.1], [15.5, -60.4], [16.0, -61.8], [16.5, -63.2], [17.1, -64.5], [17.9, -65.9], [18.8, -67.3], [19.8, -68.7], [20.9, -70.0], [22.0, -71.4], [23.0, -72.7], [24.0, -73.9], [24.9, -75.0], [25.7, -76.0], [26.5, -76.7], [27.2, -76.9], [27.8, -77.0], [28.3, -76.7], [28.8, -76.2], [29.3, -75.7], [29.9, -75.2], [30.8, -74.3], [32.2, -73.4], [33.7, -72.4], [35.1, -71.2], [36.6, -69.8], [38.0, -68.4], [39.5, -66.7], [40.8, -64.7], [41.7, -62.1], [42.4, -58.6], [42.8, -55.0], [43.1, -51.7], [43.2, -48.6], [43.1, -45.1], [42.9, -41.6], [42.5, -38.5], [42.1, -36.5], [42.0, -34.0], [42.0, -32.0], [42.0, -31.0], [42.0, -30.0]], ""type"": ""LineString""}",3
1957176N21267,1957,AUDREY,110,"{""coordinates"": [[21.0, -93.0], [21.2, -93.1], [21.4, -93.2], [21.6, -93.3], [22.0, -93.4], [22.6, -93.5], [23.1, -93.5], [23.9, -93.6], [24.8, -93.7], [25.6, -93.8], [26.6, -93.7], [28.0, -93.8], [29.3, -93.8], [29.8, -93.7], [30.6, -93.5], [32.0, -92.8], [33.3, -91.2], [34.7, -89.0], [36.5, -86.1], [39.4, -80.9]], ""type"": ""LineString""}",3
1957245N13339,1957,CARRIE,120,"{""coordinates"": [[13.0, -21.3], [13.0, -22.2], [13.0, -23.1], [13.1, -24.0], [13.4, -25.0], [13.7, -25.9], [13.9, -26.8], [14.1, -27.7], [14.3, -28.6], [14.5, -29.6], [14.5, -30.6], [14.5, -31.6], [14.5, -32.6], [14.7, -33.6], [14.9, -34.6], [15.1, -35.6], [15.4, -36.6], [15.7, -37.5], [15.9, -38.3], [16.1, -39.1], [16.4, -40.0], [16.7, -41.0], [17.0, -42.0], [17.4, -42.9], [17.7, -43.7], [17.9, -44.5], [18.0, -45.2], [18.1, -46.1], [18.3, -47.2], [18.7, -48.2], [19.1, -49.1], [19.4, -49.9], [19.7, -50.7], [19.9, -51.4], [20.1, -52.0], [20.3, -52.3], [20.6, -52.4], [20.9, -52.4], [21.2, -52.4], [21.6, -52.4], [22.1, -52.5], [22.8, -52.6], [23.6, -52.7], [24.3, -52.6], [25.0, -52.5], [25.7, -52.4], [26.4, -52.2], [27.1, -52.3], [27.7, -52.5], [28.1, -53.0], [28.4, -54.0], [28.8, -55.2], [29.3, -56.5], [30.0, -57.8], [30.8, -58.9], [31.4, -59.9], [32.0, -60.9], [32.5, -62.0], [33.2, -62.9], [33.9, -63.6], [34.6, -64.3], [35.3, -64.2], [35.8, -63.3], [36.0, -62.1], [36.0, -60.7], [35.9, -59.3], [35.5, -57.8], [35.2, -56.2], [34.9, -54.8], [34.7, -53.4], [34.5, -51.9], [34.4, -50.6], [34.3, -49.2], [34.2, -47.7], [34.2, -46.0], [34.3, -44.0], [34.5, -42.0], [34.7, -40.0], [35.0, -38.0], [35.5, -35.6], [36.1, -32.8], [37.5, -29.5], [39.2, -26.2], [41.5, -23.2], [44.0, -21.0], [46.0, -19.2], [48.0, -17.4], [50.0, -16.0], [51.0, -14.5], [51.2, -12.8], [51.2, -11.0], [51.2, -9.4], [51.0, -8.0], [50.5, -7.0], [50.0, -6.0]], ""type"": ""LineString""}",4
1958223N12340,1958,CLEO,120,"{""coordinates"": [[12.0, -20.5], [12.0, -23.0], [12.0, -25.5], [12.0, -27.8], [12.0, -29.8], [12.0, -31.8], [12.0, -33.8], [12.0, -35.8], [12.2, -37.8], [12.4, -39.6], [12.7, -41.2], [13.1, -42.7], [13.5, -44.2], [14.0, -45.7], [14.6, -47.1], [15.2, -48.3], [15.9, -49.0], [16.7, -49.4], [18.1, -49.6], [19.8, -49.9], [21.3, -50.4], [22.7, -51.0], [24.1, -51.6], [25.4, -52.4], [26.7, -53.4], [28.1, -54.4], [29.4, -55.3], [30.6, -55.9], [31.8, -56.4], [33.1, -56.5], [34.4, -56.2], [35.8, -55.7], [37.6, -54.9], [39.9, -52.4], [42.4, -49.9], [44.8, -47.1], [46.6, -43.8], [47.0, -40.0], [47.0, -36.5], [46.3, -33.0], [45.2, -29.5], [44.0, -26.0], [42.8, -23.0], [41.8, -21.0], [40.9, -19.2], [40.0, -18.0], [39.2, -17.0]], ""type"": ""LineString""}",4
1958236N25287,1958,DAISY,115,"{""coordinates"": [[25.0, -73.0], [25.2, -73.3], [25.5, -73.6], [25.8, -74.0], [26.1, -74.5], [26.3, -74.9], [26.5, -75.3], [26.7, -75.5], [27.1, -75.8], [27.5, -76.3], [27.8, -76.8], [28.1, -77.0], [28.5, -77.1], [28.8, -76.9], [29.0, -76.5], [29.2, -76.0], [29.6, -75.6], [30.3, -75.0], [31.5, -74.6], [33.1, -74.2], [34.7, -74.1], [36.3, -73.9], [38.0, -72.6], [40.0, -70.4], [41.5, -67.9], [42.0, -65.0], [42.5, -61.0], [42.2, -57.0], [42.2, -53.0], [42.2, -49.0]], ""type"": ""LineString""}",4
1958264N17308,1958,HELENE,130,"{""coordinates"": [[17.0, -52.0], [17.6, -54.2], [18.3, -56.3], [19.1, -58.4], [20.1, -60.4], [21.1, -62.4], [21.9, -64.1], [22.4, -65.2], [23.0, -66.2], [23.5, -67.2], [24.0, -68.4], [24.6, -69.6], [25.6, -70.7], [26.5, -71.7], [27.2, -72.4], [27.7, -73.0], [28.3, -73.5], [28.8, -73.9], [29.2, -74.2], [29.5, -74.7], [29.7, -75.4], [30.2, -76.2], [30.9, -77.3], [31.6, -78.3], [32.3, -78.6], [32.7, -78.6], [33.1, -78.5], [33.9, -77.6], [34.7, -75.9], [35.5, -73.8], [36.6, -71.3], [38.0, -68.3], [40.0, -65.0], [43.0, -62.5], [46.5, -60.2], [49.5, -56.0], [51.5, -51.5], [53.5, -48.8], [55.0, -46.0], [56.2, -41.5], [57.0, -37.3], [57.0, -34.5], [56.5, -32.0], [55.8, -30.0], [55.0, -27.0], [54.0, -23.0], [52.3, -20.5], [50.7, -19.0], [51.0, -16.0], [51.2, -13.8], [51.2, -12.8], [51.2, -11.5], [51.2, -8.5], [51.2, -5.5]], ""type"": ""LineString""}",4
1959264N20292,1959,GRACIE,115,"{""coordinates"": [[19.8, -68.3], [19.9, -69.6], [20.1, -71.0], [20.3, -72.4], [20.6, -73.7], [21.2, -74.1], [21.8, -74.1], [22.2, -73.6], [22.6, -73.2], [23.2, -73.0], [23.9, -73.0], [24.4, -73.2], [24.9, -73.5], [25.4, -74.0], [25.8, -74.6], [26.2, -75.1], [26.5, -75.4], [26.9, -75.5], [27.4, -75.4], [27.7, -75.2], [27.9, -75.0], [28.0, -74.8], [27.8, -74.5], [27.8, -74.1], [27.8, -73.5], [27.9, -73.0], [28.0, -73.0], [28.2, -73.5], [28.4, -74.0], [28.5, -74.5], [28.5, -75.0], [28.7, -75.5], [28.9, -76.3], [29.4, -77.1], [30.0, -78.1], [30.6, -79.1], [31.6, -79.8], [32.5, -80.4], [32.5, -80.6], [33.7, -80.9], [34.8, -81.3], [36.0, -81.6], [37.7, -81.7], [39.3, -81.0], [40.6, -79.1], [41.7, -77.0], [42.5, -74.8], [42.9, -72.0], [43.0, -68.0], [43.0, -63.4]], ""type"": ""LineString""}",4
1959271N27310,1959,HANNAH,105,"{""coordinates"": [[26.8, -49.9], [26.9, -50.5], [27.0, -51.2], [27.2, -51.9], [27.5, -52.8], [27.6, -54.0], [27.4, -55.4], [26.7, -57.2], [26.3, -59.0], [26.2, -61.0], [26.2, -62.6], [26.4, -63.8], [26.9, -64.7], [27.9, -65.6], [28.8, -66.4], [29.6, -67.2], [30.5, -68.1], [31.6, -69.0], [32.6, -69.2], [33.5, -68.9], [34.1, -68.0], [34.5, -67.2], [35.0, -66.5], [35.3, -65.7], [35.7, -64.7], [36.1, -63.4], [36.4, -62.3], [36.7, -61.5], [36.9, -60.1], [37.1, -58.4], [37.1, -56.5], [36.9, -54.1], [36.6, -51.5], [36.4, -48.1], [36.1, -44.5], [35.5, -41.1], [35.0, -38.1], [35.5, -34.7], [36.6, -30.8], [37.8, -27.8], [39.2, -24.9], [41.0, -21.5], [45.0, -18.0], [49.0, -19.5], [53.0, -20.9], [56.0, -25.0]], ""type"": ""LineString""}",3
1960243N10337,1960,DONNA,125,"{""coordinates"": [[10.2, -22.8], [10.1, -24.2], [10.2, -25.5], [10.3, -26.9], [10.5, -28.4], [10.7, -30.0], [10.9, -31.6], [11.1, -33.1], [11.4, -34.6], [11.7, -36.2], [12.0, -37.8], [12.3, -39.4], [12.6, -41.1], [12.9, -42.8], [13.3, -44.3], [13.6, -45.8], [13.9, -47.6], [14.3, -49.4], [14.7, -51.2], [15.3, -53.1], [15.9, -55.0], [16.4, -56.6], [16.6, -58.2], [16.9, -59.7], [17.4, -60.9], [17.7, -61.8], [17.8, -62.1], [18.1, -63.0], [18.3, -63.4], [19.1, -64.8], [19.7, -65.8], [20.1, -66.5], [20.6, -67.5], [21.2, -68.3], [21.5, -68.9], [21.8, -69.7], [22.0, -70.5], [22.1, -71.3], [22.1, -72.3], [22.2, -73.4], [22.2, -74.3], [22.3, -75.3], [22.4, -75.8], [22.4, -76.1], [22.6, -76.9], [22.9, -77.8], [23.2, -78.7], [23.7, -79.4], [24.2, -80.1], [24.7, -80.8], [24.8, -80.9], [25.3, -81.3], [25.9, -81.6], [26.3, -81.8], [27.3, -81.9], [28.3, -81.7], [29.7, -81.0], [31.1, -79.9], [33.0, -78.3], [34.6, -77.3], [35.1, -76.7], [37.3, -74.8], [40.1, -73.3], [40.7, -72.9], [41.3, -72.4], [42.8, -71.2], [46.8, -68.6], [50.0, -66.0], [53.1, -62.5], [56.0, -58.2], [58.5, -54.0], [61.0, -50.0]], ""type"": ""LineString""}",4
1960257N22267,1960,ETHEL,100,"{""coordinates"": [[22.0, -93.0], [22.3, -92.7], [22.4, -92.4], [22.6, -92.1], [22.8, -91.9], [23.1, -91.7], [23.4, -91.3], [23.9, -90.8], [25.6, -90.0], [27.1, -89.2], [28.4, -88.8], [29.4, -88.7], [30.1, -88.8], [30.4, -89.0], [30.6, -89.1], [31.2, -89.0], [32.0, -88.9], [32.9, -88.7], [33.9, -88.4], [34.9, -88.0], [35.9, -87.4], [36.8, -86.6]], ""type"": ""LineString""}",3
1961201N12300,1961,ANNA,100,"{""coordinates"": [[11.5, -60.2], [11.7, -62.0], [11.9, -63.8], [12.4, -65.7], [13.0, -67.2], [13.2, -69.5], [13.4, -71.5], [13.7, -73.3], [13.7, -74.7], [14.0, -76.6], [14.5, -78.2], [15.2, -79.7], [15.2, -81.4], [15.3, -82.9], [15.8, -84.3], [16.0, -85.7], [16.1, -86.4], [16.3, -87.5], [16.6, -88.3], [16.9, -89.1]], ""type"": ""LineString""}",3
1961245N13318,1961,BETSY,120,"{""coordinates"": [[13.3, -41.7], [13.8, -42.8], [14.3, -43.6], [14.8, -44.5], [15.2, -45.6], [15.9, -46.7], [17.0, -48.1], [18.2, -49.1], [19.5, -49.8], [20.5, -50.2], [22.0, -50.2], [23.2, -50.6], [24.5, -51.4], [25.6, -52.3], [26.9, -52.9], [28.5, -54.1], [29.9, -55.1], [30.9, -56.1], [32.4, -56.8], [33.1, -57.2], [33.7, -57.8], [34.2, -58.3], [34.6, -58.7], [35.0, -59.0], [35.3, -59.7], [35.6, -60.0], [35.9, -59.9], [36.1, -59.6], [36.2, -59.3], [36.6, -58.6], [37.6, -57.9], [38.8, -56.1], [38.8, -54.4], [39.2, -52.3], [39.8, -49.7], [40.9, -45.8], [42.8, -41.2], [44.7, -38.5], [47.7, -33.0], [50.8, -26.5], [54.8, -20.5]], ""type"": ""LineString""}",4
1961247N13283,1961,CARLA,150,"{""coordinates"": [[12.5, -77.0], [12.9, -78.0], [13.3, -78.8], [13.7, -79.5], [14.2, -80.1], [14.9, -80.7], [15.5, -81.4], [15.9, -82.1], [16.3, -82.7], [16.9, -83.1], [17.4, -83.6], [18.1, -84.3], [18.8, -85.1], [19.1, -85.6], [19.5, -85.9], [20.2, -86.0], [20.9, -86.0], [21.7, -86.3], [22.3, -87.3], [22.8, -87.8], [23.1, -88.3], [23.4, -89.2], [23.7, -89.8], [24.0, -90.2], [24.6, -91.0], [24.9, -91.8], [25.6, -92.6], [26.1, -93.3], [26.3, -93.9], [26.7, -94.5], [27.0, -95.0], [27.2, -95.7], [27.6, -96.2], [28.0, -96.4], [28.6, -96.8], [29.5, -97.2], [30.5, -97.4], [31.8, -97.4], [32.8, -97.2], [33.5, -97.0], [34.3, -96.8], [36.2, -94.0], [38.0, -90.5], [42.1, -87.1], [46.3, -83.8], [47.5, -80.7], [48.7, -78.0], [51.2, -72.7], [53.7, -67.5], [56.8, -66.2], [60.0, -65.0]], ""type"": ""LineString""}",5
1961250N15336,1961,DEBBIE,105,"{""coordinates"": [[15.1, -24.1], [15.2, -25.4], [15.4, -26.7], [15.7, -28.1], [16.1, -29.4], [16.5, -30.7], [17.0, -32.0], [17.5, -33.2], [18.0, -34.5], [18.5, -35.7], [19.1, -37.0], [19.7, -38.2], [20.4, -39.4], [21.2, -40.6], [22.0, -41.8], [22.8, -43.0], [23.8, -44.1], [25.0, -45.0], [26.6, -45.7], [27.9, -45.9], [29.3, -45.9], [30.5, -45.9], [31.5, -45.9], [32.2, -45.8], [33.0, -45.6], [33.9, -45.3], [34.7, -45.1], [35.2, -44.2], [35.5, -43.1], [35.9, -41.1], [36.2, -38.9], [36.6, -36.5], [37.0, -34.1], [37.8, -31.0], [39.5, -26.4], [41.7, -22.2], [44.6, -18.2], [48.0, -14.8], [51.9, -11.6], [55.7, -8.5]], ""type"": ""LineString""}",3
1961254N12328,1961,ESTHER,125,"{""coordinates"": [[11.7, -32.1], [12.4, -33.9], [13.5, -35.3], [14.4, -36.7], [15.2, -38.1], [16.0, -39.4], [16.8, -40.8], [17.6, -42.0], [18.4, -43.1], [19.1, -44.2], [19.6, -45.3], [19.8, -46.4], [20.0, -47.4], [20.1, -48.4], [20.2, -49.4], [20.3, -50.5], [20.5, -51.3], [20.7, -52.1], [21.1, -53.4], [21.6, -54.7], [21.8, -56.1], [22.0, -57.4], [22.3, -58.7], [22.7, -60.0], [23.3, -61.3], [23.8, -62.6], [24.1, -63.9], [24.4, -65.2], [24.8, -66.2], [25.4, -66.9], [26.1, -67.8], [27.0, -68.6], [28.0, -69.4], [29.0, -70.1], [30.0, -71.0], [31.0, -71.9], [32.0, -72.6], [33.0, -73.1], [34.0, -73.4], [35.0, -73.3], [36.3, -73.0], [37.8, -72.5], [39.2, -71.8], [40.4, -71.1], [40.9, -70.7], [40.9, -70.1], [40.9, -69.1], [40.8, -67.9], [40.4, -66.6], [39.7, -65.4], [38.8, -64.8], [37.9, -64.9], [37.0, -65.3], [36.1, -65.9], [35.6, -66.6], [35.7, -67.4], [36.1, -68.4], [36.7, -69.5], [37.4, -70.2], [38.1, -70.5], [38.9, -70.5], [40.0, -70.3], [42.2, -70.1], [44.7, -69.8], [46.6, -69.2], [48.2, -68.3], [50.0, -67.0]], ""type"": ""LineString""}",4
1961273N16303,1961,FRANCES,110,"{""coordinates"": [[16.0, -57.0], [16.1, -58.7], [16.2, -59.5], [16.2, -60.3], [16.2, -61.1], [16.0, -62.1], [15.9, -63.1], [16.1, -64.0], [16.2, -65.0], [16.4, -66.1], [17.0, -67.1], [17.8, -67.9], [18.5, -68.6], [19.2, -69.1], [20.6, -69.7], [22.0, -70.3], [23.0, -70.7], [24.3, -71.3], [25.4, -71.6], [26.9, -71.2], [27.4, -71.1], [28.7, -70.7], [29.2, -70.3], [30.0, -69.5], [30.5, -68.8], [31.2, -68.2], [32.2, -67.4], [32.9, -66.3], [34.0, -65.1], [35.5, -64.5], [36.6, -64.2], [38.5, -64.2], [39.2, -64.7], [40.1, -65.2], [41.2, -66.0], [42.2, -66.5], [43.1, -67.4], [43.5, -67.8], [44.4, -65.8], [45.0, -64.0], [46.0, -59.2]], ""type"": ""LineString""}",3
1961301N12279,1961,HATTIE,140,"{""coordinates"": [[11.6, -81.5], [12.0, -81.6], [12.8, -81.7], [12.9, -81.7], [13.5, -81.6], [14.1, -81.5], [15.0, -81.4], [16.1, -81.2], [16.9, -81.3], [17.7, -81.9], [18.2, -82.4], [18.5, -83.8], [18.4, -84.1], [18.2, -85.2], [17.9, -86.1], [17.6, -87.1], [17.2, -88.1], [16.9, -88.9], [16.6, -89.6], [15.7, -90.1]], ""type"": ""LineString""}",5
1962288N22289,1962,ELLA,100,"{""coordinates"": [[22.1, -71.4], [23.8, -72.1], [24.7, -72.1], [25.0, -72.1], [25.2, -72.1], [25.8, -72.2], [26.1, -72.6], [26.3, -73.2], [26.4, -74.0], [26.7, -74.8], [27.0, -75.1], [27.4, -75.2], [28.1, -75.4], [28.7, -75.6], [29.2, -75.7], [29.7, -75.8], [30.2, -75.8], [30.7, -75.8], [30.7, -75.1], [30.7, -74.6], [31.3, -73.6], [31.9, -72.8], [33.0, -71.8], [33.9, -70.8], [34.6, -69.6], [35.2, -68.1], [36.0, -66.3], [36.7, -64.6], [37.5, -62.6], [39.5, -59.7], [42.9, -56.3], [46.7, -53.4], [49.0, -50.0], [52.0, -45.1], [54.1, -41.4], [56.2, -37.0]], ""type"": ""LineString""}",3
1963233N14311,1963,BEULAH,105,"{""coordinates"": [[13.7, -49.5], [14.3, -50.9], [15.0, -51.7], [15.5, -52.8], [16.0, -53.5], [16.5, -54.6], [16.8, -55.4], [17.3, -56.0], [17.9, -56.9], [18.7, -57.8], [19.6, -58.3], [20.5, -58.8], [21.3, -59.1], [22.1, -59.2], [22.6, -59.4], [23.1, -59.6], [23.7, -59.7], [24.1, -59.8], [24.8, -60.0], [25.6, -60.2], [26.6, -60.3], [27.8, -60.4], [29.0, -60.2], [30.4, -59.2], [31.6, -58.3], [32.9, -57.0], [34.5, -55.3], [36.3, -53.6], [38.4, -52.3], [41.6, -51.0], [45.8, -48.3], [49.4, -44.9], [51.6, -41.0], [54.2, -35.5]], ""type"": ""LineString""}",3
1963270N08327,1963,FLORA,125,"{""coordinates"": [[8.0, -33.0], [8.1, -34.8], [8.2, -36.5], [8.3, -38.3], [8.5, -40.0], [8.7, -41.6], [8.8, -43.2], [9.0, -44.7], [9.2, -46.3], [9.5, -47.9], [9.8, -49.5], [9.9, -51.1], [10.0, -52.8], [10.1, -54.4], [10.3, -56.0], [10.4, -57.6], [10.7, -59.1], [11.2, -60.7], [11.6, -62.0], [12.0, -63.3], [12.5, -64.8], [13.0, -66.0], [13.6, -67.3], [14.1, -68.3], [14.6, -69.2], [15.1, -70.0], [15.5, -70.6], [15.9, -71.4], [16.5, -72.0], [17.1, -72.5], [18.0, -73.1], [19.1, -74.2], [19.3, -74.5], [20.3, -74.9], [20.8, -75.9], [20.8, -76.5], [20.8, -76.8], [20.5, -77.0], [20.4, -77.4], [20.3, -77.6], [20.2, -77.9], [20.5, -78.1], [20.6, -78.3], [20.7, -78.2], [20.8, -78.1], [21.0, -78.0], [21.3, -77.7], [21.2, -77.0], [21.1, -76.2], [21.5, -75.4], [21.7, -74.4], [22.3, -72.8], [23.5, -71.6], [25.0, -70.0], [26.0, -68.3], [27.1, -66.5], [28.1, -64.9], [29.9, -62.2], [32.2, -59.8], [34.3, -58.3], [36.2, -57.0], [38.3, -56.0], [40.1, -54.0], [42.0, -52.0], [43.5, -49.8], [45.2, -47.5], [47.0, -45.0], [49.2, -42.8], [51.5, -41.0]], ""type"": ""LineString""}",4
1964234N13316,1964,CLEO,135,"{""coordinates"": [[13.1, -44.3], [13.4, -46.8], [13.7, -49.1], [14.1, -51.3], [14.4, -53.5], [14.9, -55.7], [15.3, -57.8], [15.7, -59.7], [16.0, -61.9], [16.2, -63.4], [16.3, -65.0], [16.5, -66.6], [16.7, -68.0], [16.7, -69.5], [16.9, -70.6], [17.1, -71.8], [17.8, -73.1], [18.4, -74.6], [18.9, -75.6], [19.4, -76.6], [20.0, -77.6], [20.8, -78.4], [21.5, -78.9], [22.4, -79.2], [23.7, -79.6], [24.6, -79.6], [25.5, -79.9], [26.3, -80.2], [27.2, -80.6], [27.8, -80.7], [28.4, -80.9], [29.5, -81.2], [30.2, -81.3], [30.8, -81.3], [31.4, -81.3], [32.0, -81.4], [32.4, -81.6], [32.9, -81.9], [33.3, -82.1], [34.0, -82.0], [34.6, -81.5], [35.1, -81.1], [35.6, -80.3], [36.0, -79.5], [36.3, -78.3], [36.5, -77.0], [36.3, -76.0], [35.8, -75.2], [35.3, -74.2], [35.0, -73.2], [35.2, -72.1], [35.4, -71.1], [35.8, -69.1], [35.9, -67.5], [36.5, -65.4], [37.1, -63.5], [37.8, -61.0], [38.7, -56.9], [41.0, -53.0], [44.7, -50.5], [46.9, -49.8], [48.8, -49.5], [51.3, -48.8], [53.5, -48.0]], ""type"": ""LineString""}",4
1964242N14342,1964,DORA,115,"{""coordinates"": [[14.0, -18.0], [13.6, -20.0], [13.1, -22.0], [12.8, -24.0], [12.4, -26.0], [12.1, -27.5], [11.8, -29.6], [11.7, -31.7], [11.5, -33.3], [11.4, -35.0], [11.2, -37.0], [11.1, -39.0], [11.0, -41.0], [11.1, -42.5], [11.3, -44.0], [11.5, -45.5], [11.7, -47.0], [12.7, -48.7], [13.3, -49.6], [14.2, -51.2], [15.3, -53.0], [16.5, -54.9], [17.8, -56.5], [18.2, -57.3], [18.7, -58.0], [19.6, -58.9], [20.5, -59.5], [21.1, -59.9], [21.6, -60.3], [22.2, -60.8], [22.8, -61.2], [23.4, -61.6], [24.0, -62.1], [24.8, -62.9], [25.5, -63.6], [26.1, -64.4], [26.7, -65.2], [27.1, -66.1], [27.4, -67.0], [27.8, -67.9], [28.0, -69.0], [28.1, -70.2], [28.2, -71.8], [28.5, -73.0], [28.6, -74.4], [28.6, -75.9], [28.8, -77.4], [29.0, -78.3], [29.4, -79.4], [29.7, -80.0], [29.8, -80.7], [29.9, -81.4], [30.0, -82.4], [30.1, -83.1], [30.1, -83.5], [30.2, -84.0], [30.5, -84.5], [31.1, -84.9], [31.5, -85.0], [31.6, -84.8], [31.5, -84.6], [31.9, -83.3], [32.2, -82.2], [32.9, -81.0], [33.7, -79.8], [34.4, -77.9], [35.6, -75.3], [36.9, -73.3], [38.0, -71.5], [40.6, -68.1], [43.0, -64.6], [44.6, -61.7], [46.0, -59.0], [47.6, -55.6], [49.0, -52.0]], ""type"": ""LineString""}",4
1964248N18325,1964,ETHEL,100,"{""coordinates"": [[17.7, -35.4], [18.0, -37.0], [18.4, -38.4], [18.8, -39.9], [19.2, -41.5], [19.5, -43.0], [19.9, -44.7], [20.3, -46.4], [21.2, -47.9], [22.0, -49.5], [22.8, -51.0], [23.5, -52.5], [24.4, -54.3], [25.3, -56.0], [26.1, -57.5], [26.9, -59.0], [27.3, -59.7], [27.5, -60.3], [27.6, -60.8], [27.6, -61.2], [27.7, -61.5], [27.7, -62.4], [27.7, -63.2], [27.6, -64.0], [27.4, -64.8], [27.2, -65.6], [27.3, -66.0], [27.4, -66.2], [27.8, -66.3], [28.2, -66.5], [28.9, -66.8], [29.7, -67.0], [30.3, -67.2], [31.0, -67.3], [31.9, -66.9], [32.9, -66.1], [34.0, -64.9], [35.5, -63.1], [37.0, -61.3], [38.4, -59.4], [40.0, -57.2], [41.5, -54.8], [42.9, -51.9], [44.0, -49.0], [44.8, -45.7], [45.2, -42.2], [45.5, -38.3], [45.8, -34.8], [45.9, -30.7]], ""type"": ""LineString""}",3
1964257N15316,1964,GLADYS,125,"{""coordinates"": [[14.7, -44.3], [15.4, -46.0], [16.1, -47.4], [17.0, -49.0], [17.9, -50.6], [18.8, -52.1], [19.6, -53.5], [20.2, -54.6], [20.8, -55.4], [21.3, -56.1], [21.8, -57.2], [22.3, -58.2], [22.7, -59.1], [23.1, -60.0], [23.4, -61.0], [23.8, -62.1], [24.2, -63.1], [24.6, -64.1], [25.0, -65.1], [25.4, -65.9], [25.8, -66.5], [26.1, -67.1], [26.4, -67.7], [26.8, -68.3], [27.1, -68.8], [27.3, -69.2], [27.6, -69.6], [27.9, -69.8], [28.4, -69.8], [29.0, -69.8], [29.4, -69.7], [29.8, -69.6], [30.4, -69.6], [31.1, -69.8], [32.2, -70.4], [33.1, -71.0], [33.5, -71.4], [33.9, -71.8], [34.3, -72.1], [34.8, -72.4], [35.5, -72.4], [36.5, -71.9], [37.7, -70.7], [39.2, -69.0], [40.9, -66.9], [42.8, -64.2], [44.7, -60.3], [47.5, -54.9]], ""type"": ""LineString""}",4
1964273N21280,1964,HILDA,130,"{""coordinates"": [[21.2, -80.0], [21.3, -81.1], [21.4, -82.1], [21.7, -83.2], [22.0, -84.2], [22.3, -85.3], [22.8, -86.1], [23.2, -87.3], [23.4, -88.1], [23.8, -89.0], [24.0, -89.5], [24.2, -90.1], [24.5, -90.6], [24.8, -91.1], [25.2, -91.4], [25.7, -91.7], [26.3, -91.7], [26.8, -91.7], [27.2, -91.4], [27.7, -91.4], [28.2, -91.4], [28.6, -91.6], [29.6, -91.6], [30.2, -91.2], [30.6, -90.6], [30.7, -89.3], [30.6, -87.8], [30.5, -86.1], [30.8, -84.5], [31.0, -82.5]], ""type"": ""LineString""}",4
1964283N13280,1964,ISBELL,110,"{""coordinates"": [[13.0, -80.0], [13.4, -80.6], [14.0, -81.3], [14.8, -82.2], [15.5, -83.0], [16.3, -83.5], [17.0, -84.0], [17.6, -84.5], [18.0, -85.0], [18.4, -85.2], [18.9, -85.3], [19.2, -85.5], [19.4, -85.7], [19.4, -86.0], [19.3, -86.1], [19.2, -85.9], [19.2, -85.8], [19.4, -85.7], [20.0, -85.0], [20.5, -84.8], [21.0, -84.6], [21.7, -84.5], [22.5, -84.1], [23.2, -83.6], [24.0, -82.9], [25.1, -82.0], [26.4, -80.6], [27.8, -79.0], [29.6, -77.3], [30.5, -76.5], [31.9, -76.1], [33.4, -76.2], [34.9, -76.4], [36.0, -76.5], [36.5, -76.5]], ""type"": ""LineString""}",3
